video_id,description
410,Two aged people are singing a song.
410,An old man and an elderly woman are sitting together singing.
410,An elderly man and woman are singing while the woman plays a piano.
410,Two people are sitting at a piano singing.
410,Two old people are sitting at a piano and singing.
410,An old man and a woman are singing at a piano in a home.
410,A man and a woman are singing while seated at a piano.
410,A man and a woman are singing as the woman plays a piano.
410,Two men are enjoying a song as they read the stanzas from a book in front of them.
410,Two people are playing the piano and singing some songs.
410,"In an old office, two employees are chatting with each other happily, and one is a young guy."
410,A man and a woman are singing and reading some books.
410,Two men are singing together happily while playing a musical instrument.
410,"Two people are sitting at a piano, and while one plays, they both sing."
410,A man and a woman are singing in the office.
411,"A hockey player signals to a little boy, who is very happy and vibrant."
411,A hockey player waves at a young fan during a game.
411,A young boy wearing a hockey jersey waves to a hockey player who waves back and smiles.
411,The boy was overjoyed to see the athlete wave his hand towards him.
411,A child is excited and happy when a hockey player waves back at him.
411,The boy behind the glass was excited by the hand wave of the player.
411,The person made the kid excited by responding to his action.
411,"A hockey player waves to a small child in the stands, and the child is happy."
411,A hockey player waves to a young child after the child gets his attention.
411,A little boy taps on the glass to get the attention of a hockey player who waves at him.
411,A hockey player looks at a young child who is tapping on the glass behind him.
411,"A child behind a clear wall waves at a hockey player, and the hockey player waves back."
411,A boy at a hockey game smiles after a player waves to him.
411,A small boy laughs with excitement after a hockey player waves to him when he knocks on the ice rink barrier to get his attention.
411,A child fan places his hand over his widely smiling mouth as he is so pleased to have been greeted by his favorite hockey player.
411,A hockey player waves at a small child watching him play.
411,A little boy messes with an ice hockey player and is very happy when the player says hi to him.
411,A hockey player waves to a young fan who is thrilled.
411,A child supporter is trying to grab the attention of a player he is supporting and is happy beyond bounds when the player waves at him.
411,A small boy tries to say hi to a player and gets very excited when the player responds.
412,"A man on top of a truck throws several bags to another man, who catches them on his left shoulder and head."
412,"A man on top of a truck is throwing several bags to another man, who is catching them on his left shoulder and head."
412,A man is carrying several bags of cargo from a truck to a store.
412,A man is carrying a lot of load from the truck.
412,A person is passing several bags of items from a truck to another person.
412,"A worker is tossing items to another worker, and the subsequent worker is stacking these items on his shoulder."
412,"One man on top of a lorry is throwing some packages to the man below, who is receiving and arranging a pile of them on his back."
412,"A man is catching, stacking, and balancing a series of objects thrown to him."
412,"A person unloads the boxes from the truck, and the other person collects the box on his shoulder and walks away."
412,"A man in a truck is throwing many packages at a man on the ground, who stacks them high and carries them all inside."
412,"A person stands on a truck bed and tosses heavy objects to a person standing next to him, who stacks those objects implausibly high on his shoulders."
412,"A man tosses boxes to another man, who stacks them easily as he holds onto all of them."
412,"Someone throws objects onto another person, who piles them high up on their shoulders and then walks away."
412,"A man is offloading packages by throwing them to another man, who stacks them on his shoulders."
412,"One person keeps on throwing a number of packages down on another person's shoulder and head, and he is taking them to the godown."
412,A man is catching the goods which are passed from the truck.
412,A person is catching and packing boxes on his shoulder and head.
412,A man is throwing packages to another as he stacks them on his head and shoulders.
412,"A man on a truck is throwing packages, and another person is catching them one-handed and stacking them up."
412,A man skillfully stacks bags on his head and shoulders.
413,A small ferret inside a sock is being petted by a finger.
413,A kitten is in a jacket and someone is trying to play with it.
413,A person is rubbing the animal inside the cloth with his finger.
413,A finger is rubbing a kitten in its face.
413,A black cat in a Christmas sweater is being petted.
413,A person pets a small rodent on the cheek while it's in a sweater.
413,A person nuzzles the nose of a hamster wrapped in a sock.
413,Somebody rubs their finger on a small animal nestled in knitted cloth.
413,A person pets the face of a pet rat in winter clothes.
413,A ferret in a red and white sweater is being petted by a human hand.
413,A small rat is placed inside the cloth and safely placed on the bed.
413,A small mouse is kept in the bed and a person is touching it with their finger.
413,A person is rubbing the nose of the sleeping mouse.
413,A human is petting a black mouse with a red sweater.
413,A finger lightly rubs the face of a small animal wrapped in a red and white sock.
413,A finger gently pets a small black animal that is inside a white with red stripe cloth.
413,A person is petting a meerkat dressed in winter clothes.
413,"A person rubs the face of a small animal with whiskers, as the animal is clothed in a red and white sweater."
413,A finger pets a small rodent wrapped in a sock.
413,A man is stroking an animal in a sock with his finger.
414,A woman was beaten and brutally detained by two police officers who assaulted her.
414,A woman inside a prison was brutally approached by a man who threw her to the ground and started attacking her.
414,Two police officers entered a room and assaulted a young lady standing by the door.
414,"A person standing at the door and two people entered the room and attacked the person, pulling her to the ground."
414,A policeman barged into a room and assaulted a person.
414,A woman was being attacked by two people who entered the room.
414,A woman who had kicked a man was attacked by that man with another man who entered the room.
414,Two policemen were hardly arresting a woman.
414,A woman was beaten up by a cop in jail.
414,"A woman was standing outside the door when suddenly two men came from inside the door, caught her, and started beating her after laying her down."
414,"A woman in a cell tried to leave through the door, and two policemen came into the room and forcibly restrained her."
414,A woman in a jail cell was tackled and punched by two men.
414,"A person in a walled jail cell went to the door as it opened and was grabbed, thrown down, and beaten by two men in uniforms."
414,Two cops busted in a cell door and beat up an inmate.
414,Two police officers were beating and cuffing a lady.
414,A woman was waiting in front of a door when two officers appeared and beat her.
414,Two police officers barged into a holding cell and attacked the person inside.
414,Two law officers physically attacked a woman in a bathroom.
414,Two cops caught a female in the bathroom.
414,A woman was slammed into a wall and then the floor of a jail cell by police.
415,A man pretends to have jumped into the pool and is drowning. The dog keeps spinning around until he catches and saves him.
415,"A man enters the pool, pretends to drown, and the dog runs around. Then, the man swims to him and pulls him out."
415,"A man dives into the pool, and his dog tries to save him as he thinks the person is sinking."
415,"A man jumps into a pool, and a dog jumps in after him."
415,"A boy jumps into a pool and pretends to drown. Then, a distressed dog jumps in to save him."
415,"A man bounces on a ramp and dives into the pool, while a dog runs in to rescue him."
415,A man on a diving board jumps into a pool and pretends to drown. A dog goes into the pool and rescues him.
415,A dog tries to save a person who jumps into a swimming pool.
415,"A man jumps into a swimming pool and pretends that he can't swim. Then, a dog jumps in and helps pull him to the edge of the pool."
415,"A person dives into the pool. Upon watching this, the animal goes through the sides of the pool to save the person. Later, the animal swims in and rescues the person."
415,"A man does a flip into the pool, and a dog runs around the pool. The dog goes back and jumps in, swims over to the man, and back out of the pool."
415,Two dogs jump into a pool to save a drowning child.
415,A dog tries to save its owner who is faking drowning after jumping into the pool from the diving board.
415,"A man does a flip on a diving board into the water, and a dog runs around the pool. The dog jumps in and pulls the person out."
415,"Someone dives into a pool, and a dog races around the pool's deck. The dog gets into the water as well."
415,"A man jumps into the pool, and a dog runs to help him."
415,A dog is running around the pool and jumps into the pool to play.
415,"A man pretends to drown, and a dog saves him. The dog pulls him out of the pool."
415,"A man turns a flip off the diving board, and a dog jumps in after him."
415,"A person is jumping inside a swimming pool, and a dog is running and playing with the person."
416,A woman is giving an interview inside a stadium when a policeman suddenly appears and then leaves the scene.
416,A woman reporter is on the sidelines of an NFL game when a man walks into the camera view.
416,An anchor is holding a microphone and speaking in front of a camera when a security personnel briefly enters the camera view before leaving.
416,"A reporter is live on air when a security guard appears in the background. When the guard notices, he quickly tries to leave."
416,A police officer walks into the shot of a news reporter on camera.
416,"The guard, who had not noticed the newsreader, walked away without interrupting the video."
416,A broadcaster is reporting on an event when another person tries to pass behind her. She notices he was in the camera and quickly steps back.
416,A cop walks away from the background of a news caster.
416,A sideline reporter ensures her comments can be heard.
416,A journalist is speaking into a microphone with a football field behind her.
416,A police officer accidentally interrupts a live broadcast of a sideline reporter during a sports game.
416,A woman is speaking to the camera when a man walks into the frame and quickly walks out.
416,A woman is reporting on a sports event when a man begins walking into the frame but then realizes he should not be there.
416,A female reporter on a popular network is covering a football game.
416,A news reporter is reporting when suddenly a person tries to pass by.
416,A police officer realizes he is stepping in front of a live camera and steps out of the shot.
416,A man takes a step back when he realizes a woman is talking in front of a camera.
416,A news reporter is reporting inside a football stadium when a man briefly appears from the sides and quickly returns upon seeing the cameras.
416,"A journalist is speaking into a microphone towards a videographer at a football game when a man proceeds to walk by, notices the camera, and backs up."
416,A female anchor is hosting the cricket game from the stadium.
417,"An Olympic athlete runs at high speed on a track, makes a maneuver, but breaks his shin and takes his hands to his face."
417,A man runs for an Olympic maneuver and ends up breaking his leg.
417,"A man runs, does a somersault, and breaks his leg."
417,"An athlete runs towards a board, jumps at it, somersaults, and lands on the ground."
417,"A man at the Olympics runs, jumps, and spins in the air, but when he falls, he breaks his leg and lies with his hand on his face."
417,An athlete performs a stunt but breaks his leg on the landing.
417,A young male athlete runs and jumps over an obstacle and then falls to the ground.
417,"A person runs fast to dive for gymnastics and when landing, he breaks his leg."
417,A man tries to perform stunts in a gymnastic competition but ends up breaking his leg.
417,"A man runs forward to perform a gymnastic routine, fails to stick the landing, and badly damages his leg."
417,"An athlete is running and then jumps, failing at what he did."
417,"A man sprints down a track, propels himself off an obstacle, and fractures his leg upon landing."
417,An athlete runs to take a jump and ends up breaking his leg.
417,A man doing a long jump acrobatically falls and breaks his leg.
417,A male gymnast misses the landing on a vault exercise and visibly fractures his leg in multiple places.
417,A male gymnast jumps and breaks his leg.
417,"An athlete has a horrific landing from the vault, and his leg is broken in multiple places."
417,A man runs very fast and launches off a platform and then breaks his leg when he lands.
417,A gymnast breaks his leg while performing a vault.
417,"A gymnast does an Olympic vault and lands badly on his leg, breaking it terribly."
418,A rainbow appears in the middle of the sea with wave movement.
418,A rainbow is appearing over the sea with waves occurring continuously.
418,Someone shoots an image of a rainbow on the beach.
418,A dark sky with a rainbow over an ocean.
418,A rainbow is able to be seen above the ocean even though it is really dark out.
418,Heavy waves on the water crash under a tall rainbow.
418,Half a rainbow shines in the dark sky over the sea.
418,"At night, there is a rainbow in the sky and waves in the ocean."
418,An image of a beach with a rainbow in the background.
418,Waves are going under a rainbow in the sky.
418,The rainbow will fall into the big ocean.
418,A rainbow is seen in the sea and is looking beautiful.
418,A still photo of a rainbow over moving surf.
418,A beautiful rainbow forms over the ocean and its crashing waves.
418,The scene is of beautiful weather and a colorful rainbow.
418,A rainbow appears in the darkened sky over the ocean waves.
418,A rainbow is shown in a scene on the beach.
418,A rainbow has formed over the ocean while the waves are rolling.
418,A rainbow shines in the sky over the sea.
418,"A view of an awesome rainbow on the ocean, which has tides."
419,"A man is on top of a rock, doing a somersault before falling in free fall."
419,A man does a somersault on top of a rock before free falling.
419,A man cartwheels off a cliff towards the water below.
419,A man pirouettes and jumps out of a canyon.
419,A man does a somersault and jumps off a cliff.
419,A person does a flip off a very high ledge.
419,A man somersaults off the top of a cliff.
419,A man performs stunts at a great height.
419,A man does a cartwheel off the edge of a cliff.
419,A person somersaults and then jumps off a high cliff.
419,"A person performs a spin while on the top of a cliff, then hops off."
419,A man does a cartwheel off a cliff.
419,A person is jumping into the water from the mountain.
419,The person is jumping from the mountain into the river.
419,A man jumps from the top of a high point into a river below.
419,A person does flips and jumps down a cliff.
419,A man does acrobatic stunts and jumps off a cliff with a parachute.
419,A person does a cartwheel off the side of a cliff.
419,A man cartwheels to the edge of a cliff and seems to cartwheel off it.
419,A man is doing gymnastics on the edge of a mountain.
420,An animated pet bites the tail of an adult dinosaur that screams in pain.
420,"A little dinosaur bites the tail of another huge dinosaur, which screams in a cartoon."
420,A baby dinosaur is in your home and bites another dinosaur's tail.
420,A small animal bites the tail of a large animal.
420,"A young bald creature bites the tail of a dinosaur, making it scream."
420,"A baby dinosaur bites the tail of a big dinosaur, and it screams."
420,"A creature bites the tail of another creature, which screams in pain."
420,A baby dinosaur bites the tail of a larger dinosaur.
420,An animated baby bites the tail of a dinosaur.
420,A dinosaur baby bites the tail of its parent.
420,An animatronic baby dinosaur bites the tail of a bigger dinosaur.
420,"A baby dinosaur puppet bites the tail of a larger dinosaur puppet, who grimaces after being bitten."
420,"A dinosaur baby bites its dad's tail, and he screams."
420,"A baby dinosaur character bites the tail of a larger dinosaur, who yells in pain."
420,"A cartoon man is biting a crocodile's tail, and the crocodile is shouting."
420,A person is biting in an animated movie.
420,Two animated creatures are fighting each other.
420,"A strange-looking baby bites the large tail of a dinosaur, and the dinosaur cries out seemingly in pain."
420,A humanoid baby dinosaur bites the tail of another adult.
420,"A baby dinosaur bites the tail of a grown dinosaur, causing it to yell out in pain."
421,A boy is walking hand in hand with a yellow bear in a cartoon.
421,"In a cartoon, a boy and a bear hold hands and go down a slope."
421,A bear and a boy walk together while holding hands in a cartoon.
421,A boy and a teddy bear are walking away while holding hands.
421,"Two cartoon characters, a person and an animal, hold hands and walk."
421,An animal and a boy walk into the forest.
421,The boy walks with the teddy bear in the forest.
421,"An animated boy and bear walk down a road together, holding hands."
421,An animated video shows a yellow bear in a red shirt holding hands with a young boy and walking off into a sunset under a tree.
421,A beautiful cartoon video shows a boy showing love for his dog.
421,A cartoon boy and a teddy bear walk along a grassy path.
421,It is an animation of a child and a bear holding hands and walking down a grassy path.
421,A cartoon bear and a boy walk down a path.
421,A cartoon bear and boy walk hand in hand into the sunset.
421,An animated boy holds hands with a honey bear in a red shirt as they walk away.
421,A small yellow bear in a red shirt and a boy walk hand in hand away from us down a path in an animation.
421,An animated bear is dancing down a trail hand in hand with his human friend.
421,A cartoon shows a kid holding hands and walking with a little bear.
421,"In a cartoon, a young boy and a small bear walk hand in hand down a trail towards a setting sun."
421,An animated game view shows a boy walking in the green land.
422,A person is walking on top of a crane extension dangerously.
422,A man is walking along a large crane at a very high height.
422,A person is balancing on a very tall yellow crane.
422,A person is walking on a metal structure from a very high height.
422,A person is walking on a glass skydeck above a grassy park with white buildings.
422,Someone is walking in a very high area.
422,A person is walking on the rails of a crane high up in the sky.
422,A person is walking on the top of a crane which is high up in the air.
422,Someone is walking across a high-rise overlooking the street.
422,A person is walking on a metal structure high above the city street.
422,A person is climbing along a structure high above the ground.
422,"A man is walking on the crane ladder, which is placed above the street corner."
422,A man is balancing while walking across a metal structure high above some buildings.
422,A man adventures walking on a very tall iron structure.
422,A man makes a very dangerous walk on a crane high above a town.
422,A daredevil moves gingerly across a narrow beam far above the ground on construction equipment.
422,A first-person view of a guy walking on a crane without safety equipment.
422,A person is walking on a crane high above a city.
422,A person is walking on yellow scaffolding high above the ground.
422,A boy is walking dangerously on a crane from the top of a building.
423,A woman pleasures herself with several sex toys.
423,A woman sits on a rubber penis while being totally naked and uses a vibrator in her vagina. Then she starts shaking all over.
423,A girl uses a large sex toy to pleasure herself.
423,Women squirt from the vagina when they masturbate with their sex toys.
423,A lady orgasms after masturbating with a vibrator and dildo.
423,A woman with a dildo inside her vagina stimulates her clitoris with a purple brace and ejaculates.
423,A naked woman squirts when she has sex with sex toys.
423,A woman masturbates with a large object and looks very aroused by it.
423,A naked woman wearing mouse ears slides off a massive dildo while holding a vibrator.
423,A woman sits on a dildo and rubs herself with a vibrator and then orgasms.
423,A female masturbates with sex toys.
423,A woman masturbates in bed and ends up coming.
423,A woman masturbates with a dildo and a pink vibrator.
423,A girl shoots liquid from her vagina after humping on a dildo.
423,A woman stimulates herself with a vibrator and ejaculates.
423,A woman puts some toys inside her and ejaculates.
423,A woman seems to be using a vibrator to sexually satisfy herself until she squirts.
423,A woman plays with sex toys until she squirts.
423,A lady masturbates using a dildo and a machine.
423,A naked woman pleasures herself with a vibrator and fake penis and ends up orgasming.
424,A man removes a pile of white pots from one location and places them on top of another.
424,One person stacks several stacks of Styrofoam to create a tall tower.
424,A man wearing black stacks a high number of Styrofoam boxes in a warehouse-like place.
424,"A person carried a stake of white boxes, added it to another stake, and raised it on top of another stack of boxes."
424,Someone balances and moves a stack of white objects.
424,A man is lifting and piling up a big stack of white boxes.
424,A person arranges the blocks and lifts and places them in the line effectively.
424,The person skillfully arranges and lifts the boxes to form a tall line.
424,The person arranges the boxes one by one and lifts them to form a line skillfully.
424,"A single worker lifts a giant stack of cartons without spilling them, then moves them to a higher space."
424,Somebody neatly stacks white boxes in rows much taller than themselves.
424,A man lifts very high stacks of Styrofoam blocks.
424,A man tries to stack several white-wrapped objects.
424,A proper square box handling is shown by a man.
424,The person picks up giant towers of white boxes and places them into higher piles.
424,A man arranges a huge pile of packages without making a mess.
424,"A man lifts a hugely tall stack of boxes, places it on another stack, then does it again, creating a new huge stack."
424,A man arranges stacks of boxes in columns.
424,A man arranges a stack of boxes in a warehouse.
424,"A person picks up white rectangular structures stacked on each other, places them on another stack, and then places that stack on another one."
425,"Dog is trying to catch a green ball with its paw and mouth, but to no avail."
425,"The dog tries to catch a small green ball with its paws; however, it cannot catch it, and the ball keeps going further and further away."
425,"The black dog is trying to reach its toy, which is in a high place."
425,A small dog tries to catch a toy ball that is on top of a sofa but fails.
425,The black dog is trying to get the yellow ball on the sofa.
425,A man is walking calmly on top of a crane.
425,A French bulldog tries and fails to get a tennis ball.
425,A small dog tries to reach a tennis ball on a couch with difficulty.
425,A dog with short arms tries to reach a ball but instead pushes it farther away.
425,A dog is trying to get a tennis ball on a couch that is just out of its standing reach.
425,A short black dog struggles to get its tennis ball from a couch cushion.
425,A black pug dog is trying to reach for a tennis ball that it found on the sofa.
425,A black pug is trying to take its ball from the sofa.
425,The dog is playing with a ball in the sitting room.
425,A dog tries to pick up its ball from the chair.
425,A dog tries to catch a tennis ball on the sofa but fails.
425,A puppy tries to grab the tennis ball but ends up unsuccessful.
425,A black dog reaches for a yellow tennis ball on a couch.
425,The dog is trying to reach the tennis ball on the couch.
425,A small black dog is stretching across a couch to get a green round object.
426,An elephant with its trunk and a brush can paint an elephant itself.
426,"An elephant, holding a brush and drawing on a white sheet, creates another elephant."
426,An elephant showcases its artistic skills by painting a detailed portrait of an elephant using a brush.
426,An adult elephant is making a painting of an elephant on canvas with the help of a brush.
426,An elephant holds a brush with its trunk and draws an elephant on paper.
426,An elephant creates a drawing of an elephant portrait using its trunk on paper outdoors.
426,An elephant draws on a whiteboard using a pen.
426,An elephant creates a beautiful sketch on a board.
426,An elephant paints a picture of an elephant on a board.
426,An elephant paints itself onto a white piece of paper.
426,An elephant uses its trunk to paint a picture.
426,An elephant paints pictures for others today.
426,An elephant paints an elephant with its snout.
426,An elephant is drawing a photo of an elephant on a white paper fixed on a board by a brush kept in its trunk.
426,An elephant is painting a picture of an elephant with brown paint.
426,An elephant draws a picture of itself on a drawing board.
426,A wild animal draws its own image on a canvas with a brush on its trunk.
426,An elephant uses its trunk to paint a picture of an elephant.
426,An elephant displays remarkable talent in painting with a brush.
426,An elephant paints an elephant on its trunk with a brush.
427,"Two women in bikinis are lying on the floor, looking at the sea."
427,Two women are lying on the sand facing the sun with their buttocks showing.
427,Two girls in bikinis are lying on the beach on the sand.
427,Two women are lying on the side of the ocean waves.
427,"A pair of females are sunbathing on the beach, their backsides facing upwards."
427,Two women in thong bikini bottoms are sunbathing near the ocean.
427,Two women are showing their buttocks on the beach.
427,Two bikini-clad women are lying on their bellies at the water's edge.
427,Two women are lying on their stomachs on the beach.
427,Two girls in skimpy bikinis are showing their buttocks as they lie near the ocean.
427,Two people wearing bikinis are lying on the beach and watching the sunset.
427,Two women in bikinis are lying on a beach.
427,Two women in bikinis are lying on the beach.
427,Two women are lying on the beach in thong bikinis.
427,Two young women in bikinis are lying in front of the sea on the beach.
427,Women in low-cut bikinis are lying on the rock at dusk.
427,Two women are lying down on the beach watching the sunset in bikinis.
427,Two women with beautiful buttocks are lying face forward near the crashing waves of a beach.
427,Two women are lying on the beach and looking out into the ocean.
427,Two girls in thongs are lying on their stomachs watching the sunset over the crashing waves.
428,"A man is holding a gun, getting ready to shoot, and there are several blue water balloons."
428,A man is getting ready to shoot with a pistol at blue water balloons.
428,One man is shooting the balloons correctly with a gun.
428,A man points a gun at a row of balloons.
428,The person is aiming to shoot at a lineup of balloons.
428,A man aims a gun at a line of liquid-filled balloons.
428,The person aims to shoot a series of balloons in front of him.
428,A person is shooting a firearm at several balloons.
428,A man prepares to shoot a gun at nine blue water balloons.
428,A man is aiming a gun at a row of fully-filled balloons hanging upside down.
428,A man takes aim with a gun at inflated blue balloons.
428,"A man prepares to shoot a target through water-filled balloons as his family looks on, covering their ears."
428,A man is pointing his gun at a line of balloons.
428,A shooter is aiming at the balloons tied on a wooden board fixed on top of two sticks.
428,A number of balloons are placed high up and are ready to burst.
428,A man takes aim to shoot a series of blue balloons.
428,A man holds his gun and points it at several blue balloons in a row.
428,A man is about to shoot a line of several blue balloons.
428,A person is trying to shoot some balloons with a gun.
428,A man is aiming at the target behind the water balloons.
429,Bacon is sizzling in a pan as it cooks.
429,"Steak is being pan-fried with oil, and lots of bubbles are bubbling."
429,"Strips of steak with fries are in a skillet with oil, bubbling a lot."
429,Pieces of food are fried and bubbling in the heat.
429,A piece of meat is frying in hot oil in the pan.
429,Three pieces of bacon are sizzling on a stovetop.
429,Close-up footage shows bacon strips being cooked.
429,Bacon is bubbling and sizzling in a skillet.
429,Bacon is being simmered on the grill and looks good.
429,Three pieces of bacon are frying in a frying pan in oil.
429,Strips of meat are fried in oil and ready to eat.
429,Three strips of bacon sizzle in some grease.
429,Food is frying in oil in the pan.
429,The meat is frying up in the pan with oil on it.
429,Some meat steaks are simmering inside an oily pan.
429,A very juicy bacon is being fried with a lot of oil.
429,Bacon strips are being fried slowly and releasing a lot of fat.
429,Food is being fried on a hot plate with oil.
429,A few small pieces of meat are being fried.
429,Three pieces of bacon are cooking on a grill.
430,A child is doing skateboard tricks with an adult who is smiling a lot.
430,A man rides a skateboard while holding a child on top of another skateboard to slide down a metal pipe.
430,A man is skateboarding with a baby on another board.
430,A person and a kid are skateboarding together with the person guarding the kid through the skating.
430,A man uses a skateboard and puts a baby on it to perform a stunt.
430,A man is carrying a child on a skateboard to help them do a trick.
430,A person is training his child to skate.
430,A man is helping a very young toddler learn to use the skateboard.
430,A man on a skateboard holds and helps a toddler on another skateboard on and off a short rail.
430,The adult male and very small child successfully navigate the obstacle while riding on each of their skateboards.
430,A man and baby on two skateboards skate together with the man holding the baby's board.
430,A man on a skateboard holds a baby on another skateboard as they do tricks.
430,A man riding a skateboard holds a young boy on another skateboard and lets him ride the rails.
430,A dad and child are playing with skateboards on a road.
430,A man is skateboarding with his toddler as they pass over a metal rail.
430,A man and a little child are skateboarding together.
430,A man and baby are on skateboards doing some tricks.
430,A man is skateboarding while carrying a toddler on another skateboard simultaneously.
430,A man rides a skateboard while holding a baby.
430,A man and his son are training with the skateboard.
431,A turtle is walking with one of its legs adapted with a small wheel to help it walk.
431,A turtle is walking with one of its paws replaced by a small wheel that rolls.
431,A large tortoise is walking with a mechanical leg.
431,A turtle with a wheel for an arm is stumbling.
431,A turtle-like animal is walking with a man in the background.
431,A brown tortoise is walking slowly towards the camera.
431,A turtle is walking with one of its legs replaced by a wheel.
431,"A white turtle is moving, and instead of a leg, it has a wheel screwed to its shell."
431,A turtle is taking some steps in the yard.
431,A tortoise without a leg and with a chain wheel is moving.
431,"An old, big tortoise that lost a leg is walking again thanks to a wheel leg."
431,A brown tortoise is walking in the animation.
431,A tortoise is walking and has a wheel as a leg.
431,A turtle without one of its front legs was adapted with a chair wheel and can walk.
431,A person is watching a giant tortoise walking next to him.
431,A turtle having a plastic wheel instead of a leg is walking towards the camera.
431,A tortoise is walking with the aid of an artificial leg.
431,A yellow-colored turtle is walking on the ground while a man is standing in the background.
431,A turtle without one of its legs tries to move on wheels.
431,A tortoise is crawling on the floor away from a man standing behind it.
432,A man throws himself into a pile of dry leaves with open arms and disappears.
432,"There is a huge pile of leaves that has been raked, and a person jumps into the middle and is completely covered."
432,A man jumps into a large pile of leaves and is swallowed up by them.
432,A man jumps into a very large pile of leaves.
432,The man jumps into leaf dust in the field.
432,A man disappears when he jumps into a large pile of leaves.
432,"A person stands in front of a pile of leaves, jumps into the pile, and sinks."
432,"A man jumps into a mountain of leaves, sinks into it, and then disappears."
432,A man was jumping in a big pile of dried leaves.
432,A man tries to jump into a pile of leaves and falls in.
432,"A lot of tree leaves suddenly cover the ground, and one person jumps inside the leaves and becomes invisible."
432,A man jumps into a large pile of leaves and then disappears.
432,A man jumps belly-first into a big pile of leaves and disappears.
432,A person jumps into a massive pile of leaves and disappears completely within the pile.
432,A man jumps into the dry leaves on the playground.
432,"A man jumps into a pile of leaves, and the leaves collapse around him."
432,A man jumps into a huge pile of leaves.
432,"A man wearing a red shirt jumps into a big heap of leaves, disappearing into it."
432,"A man stands before a giant pile of leaves, jumps into it, and disappears from sight."
432,"A man spreads his arms and jumps over a path of leaves, disappearing inside."
433,"A man is walking towards a woman who is cooking, and he hugs her from behind."
433,A man hugs a woman who is smiling behind her back.
433,A man with black hair and wearing a white t-shirt grabs a smiling woman with black hair and wearing a teal-colored shirt from behind.
433,A smiling man pulls a laughing woman close for an embrace.
433,A person holds another person from behind as they smile at each other.
433,"A man hugs a girl tightly, and they seem happy."
433,A man gently hugs a woman from behind.
433,The person hugs the woman from the back with love.
433,A man pulls a woman close to him and embraces her.
433,A young man is pulling a laughing young woman into a hug.
433,A man pulls a smiling woman into his arms from behind.
433,A young man pulls the woman in front of him back and close to his body as they smile.
433,A man is pulling a woman close to him for a snuggle.
433,A man pulls a woman in for a hug while they smile together.
433,A boy wearing a white t-shirt pulls a girl wearing turquoise with a ponytail hairstyle backward towards him and smiles.
433,The man is trying to play with his wife.
433,A man and a woman are grabbing each other.
433,A man is pulling a woman close and hugging her.
433,A boy is hugging his girlfriend from the backside.
433,"A man grabs a woman from behind, hugs her, and they both smile."
434,A huge pizza with several slices on top of it has several moving cockroaches.
434,Several cockroaches are moving around inside a sliced pizza.
434,A cockroach is laid on the spoiled pizza.
434,The pizza is sliced and has a swarm of cockroaches on it.
434,The pizza is filled with a lot of cockroaches.
434,Cockroaches scatter and run across a large pizza.
434,Lots of insects are moving around the food in the packet.
434,"A kind of pie, cut into pieces, is full of bugs that look like cockroaches."
434,Dozens of insects crawl on a cheese pizza.
434,A huge number of roaches crawl on a pizza.
434,A swarm of cockroaches is on top of a cheese pizza.
434,It is a disgusting scene of a pizza infested by so many cockroaches.
434,A lot of cockroaches are spreading inside a pizza box with a pizza in it.
434,There are many cockroaches on the pizza placed in the cardboard box.
434,A number of cockroaches eat the pizza in no time.
434,Cockroaches come out of a pie in a continuous and numerous way.
434,"Disgusting bugs invade a pizza box, running everywhere."
434,The pizza is full of cockroaches walking on top.
434,A few insects are running on a pizza.
434,A bunch of cockroaches are roaming over the pizza.
435,A man walking on top of a bridge structure is totally in danger.
435,A man is riding a bicycle above the bridge structure on the edge of the abyss.
435,A person is riding on the top frame of an extension bridge.
435,A man is riding a bike on top of a narrow bridge.
435,A person is riding a bicycle on a narrow path.
435,A person is riding a bicycle on the top of a narrow bridge.
435,A man is riding a bike on the top support beam of a bridge over a river.
435,Someone is riding a bicycle on the wall of the bridge.
435,A man is riding his motorcycle on the highest point of the bridge.
435,The person is driving their bicycle on the top of the bridge.
435,A man is riding his bike along a narrow part of the top of a bridge.
435,A person is riding a bicycle on the edge of a very high bridge.
435,A man is riding a motorbike on the top of a bridge structure.
435,Someone is riding a bike on the top of a bridge.
435,A man is riding a bicycle on top of a bridge.
435,A person is riding their bicycle from the top of the bridge.
435,A person is riding a bicycle from the top of the bridge.
435,A man is radically riding a motorcycle on top of the arches of a bridge.
435,A man is riding a motorcycle on a narrow beam above the water.
435,A person is riding a bike on the top of a bridge.
436,A person holds a camera as he/she walks across a very narrow pipe connecting two cliff edges.
436,Trails in a dangerous mountain. A man crosses a place on the edge of the abyss.
436,A person is walking on the side of a mountain in a dangerous place and crossing.
436,A person is doing parkour on a dangerous mountain.
436,A person walks across a bridge broken by only one girder.
436,A person is walking on top of a thin wooden plank on a cliff and manages to cross successfully.
436,A person is walking on a broken footbridge on a hill and walks over a pipe until reaching the other side.
436,The subject walks across a small beam along a high cliff.
436,The camera man is walking along a cliff and has to cross the cliff on a thin piece of wood or metal.
436,"A narrow walkway on a steep mountain is missing a part, causing the camera man to walk on a narrow pole."
436,A broken pathway was found in the middle of a scary road.
436,A large hole is on a pathway around a high cliff.
436,"A platform on a cliff path is damaged, and the camera person must walk along a narrow pole."
